Name	Set	ImageFile	Rarity	Unique	Printable	CollectorsInfo	Type	Cost	Mission/DilemmaType	Span	Points	Quadrant	Affiliation	Icons	Staff	Keywords	Class	Species	Skills	Integrity/Range	Cunning/Weapons	Strength/Shields	Text
K'mpec Protector of the Empire	RTS	ST2E-EN17069	V	Y	Y	17V069	Personnel	3					[Kli]	[Cmd]		Chancellor. 		Klingon	Diplomacy Law 2 Leadership Security	5	7	6	At the start of each of your turns, you may stop six [Kli] Leadership personnel you command to spend 5 additional counters this turn.
Kohlar Pilgrim Commander	RTS	ST2E-EN17070	V	Y	Y	17V070	Personnel	4					[Kli]	[Cmd]		Commander: I.K.S. Voq'leng. 		Klingon	Astrometrics Diplomacy Honor Leadership Officer	6	5	7	While this personnel is attempting a [DQ] mission, each of your Klingon personnel present is attributes +1.
Morak Pilgrim Cynic	RTS	ST2E-EN17071	V	Y	Y	17V071	Personnel	2					[Kli]	[Stf]				Klingon	Astrometrics Physics Science	4	5	7	While this personnel is facing a dilemma at a [DQ] mission, he gains Security, Transporters, and Treachery.
T'Greth Pilgrim Contender	RTS	ST2E-EN17072	V	Y	Y	17V072	Personnel	3					[Kli]	[Cmd]				Klingon	Biology Engineer Exobiology Geology Navigation	5	5	7	While this personnel is eligible for a random selection at a [DQ] mission, you may destroy your Assault event to exclude one of your Klingon personnel present from that selection.
Delvok	RTS	ST2E-EN17073	V	N	Y	17V073	Personnel	2					[NA]	[Stf] [Pa]		Dissident. 		Vulcan	Astrometrics Biology Honor Medical Security	6	6	6	
Syrran Desert Wind	RTS	ST2E-EN17074	V	Y	Y	17V074	Personnel	5					[NA]	[Cmd] [Pa]		Dissident. 		Vulcan	Anthropology Archaeology Diplomacy 2 Honor Leadership	8	7	7	When this personnel begins a mission attempt at a mission worth 40 or more points, you may draw two cards.
T'Les Syrrannite	RTS	ST2E-EN17075	V	Y	Y	17V075	Personnel	3					[NA]	[Stf] [Pa]		Dissident. 		Vulcan	Exobiology Geology Honor 2 Science	6	7	6	When this personnel begins a mission attempt at a mission worth 40 or more points, you may choose a personnel present. That personnel gains Dissident until the end of this turn.
T'Pau Syrrannite	RTS	ST2E-EN17076	V	Y	Y	17V076	Personnel	4					[NA]	[Cmd] [Pa]		Dissident. 		Vulcan	Archaeology Geology Honor 2 Leadership Physics	7	7	6	When this personnel begins a mission attempt at a mission worth 40 or more points, she may gain each skill from a Dissident present until the end of this turn.
Ptol	RTS	ST2E-EN17077	V	N	Y	17V077	Personnel	5					[Rom]	[Stf] [Pa]				Romulan	Archaeology Biology Engineer Geology Officer Programming Security	4	6	6	When you play this personnel, reveal four cards from the top of an opponent's dilemma pile. This personnel is cost -1 for each dual dilemma revealed. Then replace them in the same order.
Taibak Prodigious Conditioner	RTS	ST2E-EN17078	V	Y	Y	17V078	Personnel	4					[Rom]	[Cmd]				Romulan	Biology Engineer Exobiology Medical Programming 2 Science Treachery	2	3	3	When you play this personnel, if you command a completed mission requiring Exobiology or Science, he is cost -4. This personnel is Cunning +1 and Strength +1 for each different card type an opponent owns that has been removed from the game.
Upexi	RTS	ST2E-EN17079	V	N	Y	17V079	Personnel	1					[Rom]	[Stf]				Reman	Exobiology Programming Security	4	6	6	When a random selection is made, if this personnel is facing a dilemma at a mission worth 40 or more points, you may stop this personnel to ignore its results and select again.
A. G. Robinson Prototype Captain	RTS	ST2E-EN17080	V	Y	Y	17V080	Personnel	4					[SF]	[Cmd] [Pa]		Commander: NX-Prototype. 		Human	Astrometrics Engineer Honor Leadership 2 Navigation Officer Science	6	6	6	When you play this personnel, if you command a completed mission requiring Astrometrics or Navigation, he is cost -4. Each of your [SF] ships is attributes +1.
Nathan Samuels Earth Minister	RTS	ST2E-EN17081	V	Y	Y	17V081	Personnel	5					[SF]	[Pa]				Human	Diplomacy Law Leadership	5	6	5	When you play a non-Human [SF] personnel at your Earth, if you command two missions worth 40 or more points, that personnel is cost -2.
Assimilated Transport	RTS	ST2E-EN17082	V	Y	Y	17V082	Ship	4					[Bor]	[Pa]	[Stf] [Stf]		Transport			5	4	4	Order - Kill six personnel you command but do not own aboard this ship to place the top three dilemmas of the opponent on your left's dilemma pile beneath this mission. You may do this only if the ship is at one of your non-headquarters missions.
Rokassa Tampering Vessel	RTS	ST2E-EN17083	V	Y	Y	17V083	Ship	6					[Car]	[AU]	[Cmd] [Stf] [Stf]		Galor			8	8	8	While your corresponding Commander is aboard this ship, each [Car] personnel aboard this ship gains [AU].
Javert Maquis Flagship	RTS	ST2E-EN17084a	V	Y	Y	17V084	Ship	6					[Fed]	[Maq]	[Cmd]		Condor			6	6	6	While this ship is at your [Fed] mission that is worth 40 or less points and your corresponding Commander is aboard this ship, your personnel may attempt and complete that mission, regardless of effects preventing [Maq] personnel (or ships those personnel are aboard) from doing so, with these requirements: Leadership, Security, Treachery, and Strength>36.
U.S.S. Bellerophon Conference Host	RTS	ST2E-EN17085	V	Y	Y	17V085	Ship	7					[Fed]	[DS9]	[Cmd] [Cmd] [Stf] [Stf]		Intrepid			9	9	8	When you play this ship, you may place a [DS9] Diplomacy personnel from your hand aboard this ship.
I.K.S. Voq'leng Ship of Prophecy	RTS	ST2E-EN17086	V	Y	Y	17V086	Ship	5					[Kli]		[Cmd] [Cmd]	Cloaking Device. 	D-7			8	7	6	While you command Qo'noS and no other [AQ] missions, you may play this ship at your [DQ] mission. While this ship is at a [DQ] mission, you may play [Kli] personnel and equipment aboard this ship.
Orion Interceptor	RTS	ST2E-EN17087	V	N	Y	17V087	Ship	6					[NA]	[Pa]	[Stf] [Stf] [Stf]		Interceptor			6	6	6	While you command another ship that has a cost of 6 or more, this ship is Range +2. While this ship is at a [NA] mission or a mission worth 40 or more points, it is Weapons +4 and Shields +4.
U.S.S. Dauntless False Hope	RTS	ST2E-EN17088	V	Y	Y	17V088	Ship	6					[NA]		[Cmd] [Cmd] [Stf] [Stf]		Dauntless			9	7	7	To play this ship, you must command three personnel of the same affiliation. When you are about to play this ship, it becomes that affiliation. Order - Discard a card from hand to download Quantum Slipstream Drive. You may do this only once each turn.
Bird-of-Prey	RTS	ST2E-EN17089	V	N	Y	17V089	Ship	4					[Rom]	[Pa]	[Cmd] [Cmd]	Cloaking Device. 	Bird-of-Prey			7	6	6	This ship is Range +1 for each [Rom] personnel aboard who has a cost of 4 or more. This ship is Weapons +1 and Shields +1 for each [Pa][Rom] personnel aboard.
NX-Prototype	RTS	ST2E-EN17090	V	N	Y	17V090	Ship	2					[SF]	[Pa]	[Cmd]		NX			5	0	0	This ship is Range -1 for each Human aboard. When this ship moves to a non-headquarters mission, you may download a Damage card and place it on this ship. When a Damage card is placed on this ship, you may download a [SF] card.
Its Thinking is Chaotic	TOSP	ST2E-EN18001	V	N	Y	18V001	Dilemma	0	D														Place this dilemma on this mission. Randomly select a personnel. That personnel and each copy of that personnel loses all skills and abilities and gains the following ability: When this personnel is an eligible target for a random selection, you may choose this personnel instead." These effects last until the end of the mission attempt. At the end of this mission attempt, this dilemma is overcome."
Lending a Hand	TOSP	ST2E-EN18002	V	N	Y	18V002	Dilemma	2	P														Your opponent chooses two personnel to be stopped. Choose a personnel from your hand that you do not command who has a cost less than the total cost of those two personnel. You may place that personnel on this planet mission and have him or her join this mission attempt.
Losira	TOSP	ST2E-EN18003	V	N	Y	18V003	Dilemma	3	D														Your opponent names a personnel. Randomly select three personnel. Each named personnel selected is killed.
Parallel Romance	TOSP	ST2E-EN18004	V	N	Y	18V004	Dilemma	2	D														Randomly select two personnel to be stopped. For each personnel stopped by this dilemma, each of your personnel is attributes +1 until the end of this mission attempt.
Polywater Intoxication	TOSP	ST2E-EN18005	V	N	Y	18V005	Dilemma	0	D														If you have six or more personnel attempting this mission, this dilemma is cost +3. Choose a personnel to be stopped and this dilemma returns to its owner's dilemma pile.
The Captain's "Guest"	TOSP	ST2E-EN18006	V	N	Y	18V006	Dilemma	2	D														Your opponent names a keyword. Randomly select three personnel. If any of those personnel has that keyword, they are all stopped. Otherwise, choose one of those personnel to be stopped.
The Charismatic Mister Kor	TOSP	ST2E-EN18007	V	N	Y	18V007	Dilemma	7	D														For each dilemma beneath this mission, this dilemma is cost -1. Randomly select a personnel to be placed on the bottom of his or her owner's deck.
The Charming Mister Riker	TOSP	ST2E-EN18008	V	N	Y	18V008	Dilemma	6	S														For each dilemma beneath this mission, this dilemma is cost -1. Randomly select a personnel to be placed on the bottom of his or her owner's deck.
The Gentleman Doctor McCoy	TOSP	ST2E-EN18009	V	N	Y	18V009	Dilemma	6	P														For each dilemma beneath this mission, this dilemma is cost -1. Randomly select a personnel to be placed on the bottom of his or her owner's deck.
Warm Welcome	TOSP	ST2E-EN18010	V	N	Y	18V010	Dilemma	0	D														If you have six or more personnel attempting this mission, this dilemma is cost +3. Unless you have 3 [Cmd] personnel or 2 Officer, choose a personnel to be placed on the bottom of his or her owner's deck and this dilemma returns to its owner's dilemma pile.
Watch Your Step	TOSP	ST2E-EN18011	V	N	Y	18V011	Dilemma	0	D														Unless you have Leadership, Security, and Cunning>34, or Telepathy and 2 Treachery, or 3 Honor, place this dilemma in your core. When you are about to draw a card, this dilemma's owner may remove this dilemma from the game to make you draw three cards instead and he or she examines those cards and chooses two of them to be discarded.
Deal With the Count Man	TOSP	ST2E-EN18012	V	N	Y	18V012	Event	3								Decay: 3. 							To play this event, you must command a Thief. Plays in your core. Name a personnel. At the start of each Execute Orders segment, each personnel who has that card title cannot use abilities, attributes, and skills until the end of each turn. At the start of each of your turns, place the top card of your deck on this event.
Mudd's Women	TOSP	ST2E-EN18013	V	Y	Y	18V013	Event	2															Plays in your core. When an opponent's dilemma is revealed, you may discard a card from hand to name a personnel. When that named personnel is randomly selected by that dilemma, you may place the top card of your deck on this event. At the start of each of your turns, you may take a card from this event to your hand to spend two additional counters this turn.
Raise the Stakes	TOSP	ST2E-EN18014	V	N	Y	18V014	Event	4															Plays in your core. Each of your opponent's personnel are attributes +1. Each of your missions are worth 5 more points. When you are about to lose command of this event, remove it from the game instead.
A Q Scorned	TOSP	ST2E-EN18015	V	N	Y	18V015	Interrupt	0								Q. 							"When a personnel that the player on your right commands begins a mission attempt, destroy your event to shuffle your dilemma pile and the opponent on your right chooses one: you may draw four extra dilemmas; or you may spend two extra on dilemmas."
A Royal Welcome	TOSP	ST2E-EN18016	V	N	Y	18V016	Interrupt	0															Order - Destroy your event that has a cost of 3 or more to make your opponent name a skill (except Acquisition, Intelligence, Law, or Telepathy). You may download a personnel who has that skill and place him or her at your headquarters mission where that personnel could be played. That personnel is attributes +1 until the end of this turn.
Old Feelings	TOSP	ST2E-EN18017	V	N	Y	18V017	Interrupt	0															"Order - Stop two of your personnel to choose one: remove a dilemma that has no cards on it in your core from the game; or take a personnel from your discard pile and place him or her on the bottom of his or her owner's deck."
Track Survivors	TOSP	ST2E-EN18018	V	Y	Y	18V018	Mission	0	P	2	35	A	[Baj] [Fed] [Fer] [NA]						Engineer, Geology, Science, Transporters, and Cunning>32 or Diplomacy, Honor, Law, Leadership, and Integrity>30				When your personnel complete this mission, if none of them have an attribute >6, score 5 points.
Chalan Aroya Accessible Restaurateur	TOSP	ST2E-EN18019	V	Y	Y	18V019	Personnel	2					[Baj]	[DS9]				Bajoran	Biology Honor Science Transporters	6	5	4	When this personnel is randomly selected by a dilemma, you may take a card from your discard pile into hand.
Neela Misguided Activist	TOSP	ST2E-EN18020	V	Y	Y	18V020	Personnel	2					[Baj]	[Stf] [DS9]		Assassin. 		Bajoran	Engineer Programming Treachery	2	6	5	Order - Remove a personnel in your discard pile from the game and return this personnel to her owner's hand to kill an opponent's personnel present who has a skill the removed personnel has.
Seven of Nine Prodigal Daughter	TOSP	ST2E-EN18021	V	Y	Y	18V021	Personnel	4					[Bor]	[Stf]				Borg	Astrometrics Engineer Exobiology Programming Science Treachery	4	7	6	When your opponent's card is about to prevent your interrupt, you may give command of this personnel to an opponent to ignore that effect. If you do, choose a ship commanded by that opponent and place this personnel aboard that ship.
Korinas Observer from the Obsidian Order	TOSP	ST2E-EN18022	V	Y	Y	18V022	Personnel	4					[Car]	[Cmd]				Cardassian	Intelligence Leadership Officer Security Treachery	3	6	5	While this personnel is facing a dilemma, she and each [Car] Intelligence personnel present adds his or her Cunning to his Integrity.
Luaran Critical Coordinator	TOSP	ST2E-EN18023	V	Y	Y	18V023	Personnel	3					[Dom]	[Cmd]				Vorta	Engineer Navigation Physics Treachery	4	6	3	When you play this personnel, you may draw a card for each staffing requirement icon on your staffed [Dom] ship.
Alynna Nechayev Adamant Admiral	TOSP	ST2E-EN18024	V	Y	Y	18V024	Personnel	3					[Fed]	[Cmd] [E]		Admiral. 		Human	Diplomacy Law Leadership Officer Science Security	6	6	5	Order - Discard a [Fed] personnel that you do not command from hand. This personnel gains an order ability from that personnel until the end of this turn. You may do this only once each turn.
Jenna D'Sora Veteran Security Officer	TOSP	ST2E-EN18025	V	Y	Y	18V025	Personnel	2					[Fed]	[Stf] [TNG]				Human	Astrometrics Engineer Exobiology Security	5	5	6	When this personnel begins a mission attempt, you may name a personnel. If that personnel is chosen or selected by a dilemma during this mission attempt, he or she is attributes +2 and gains Anthropology until the end of that dilemma.
Melora Pazlar Independent Personality	TOSP	ST2E-EN18026	V	Y	Y	18V026	Personnel	2					[Fed]	[Stf] [DS9]				Elaysian	Astrometrics Navigation Programming Science	6	6	2	"While this personnel is facing a dilemma, you may lose 5 points to choose one: make her gain two different skills on a personnel present; or make her gain an attribute on a personnel present. This effect lasts until the end of this turn. You may do this only once each turn."
Naomi Wildman Astrometrics Officer	TOSP	ST2E-EN18027	V	Y	Y	18V027	Personnel	2					[Fed]	[Stf] [Voy] [Fut]				Human/Ktarian	Astrometrics Engineer Honor Science	6	6	5	While this personnel is facing a dilemma, you may destroy your Temporal event that has a cost greater than or equal to the cost of that dilemma to make each random selection made by that dilemma your choice instead.
Nella Daren Head of Stellar Cartography	TOSP	ST2E-EN18028	V	Y	Y	18V028	Personnel	2					[Fed]	[Stf] [TNG]				Human	2 Astrometrics Honor Science	6	6	5	When a personnel present is randomly selected to be killed, you may destroy an equipment this personnel is equipped with to stop that personnel instead.
Number One Reputable Officer	TOSP	ST2E-EN18029	V	Y	Y	18V029	Personnel	2					[Fed]	[Cmd] [TOS] [Pa]				Human	Astrometrics Diplomacy Navigation Officer Science	6	6	6	You may play this personnel at cost +2 to choose up to three of your personnel in your opponents' brigs and place them at your headquarters mission.
Valeris Co-Conspirator	TOSP	ST2E-EN18030	V	Y	Y	18V030	Personnel	5					[Fed]	[Stf] [TOS] [Pa] [E]		Assassin. 		Vulcan	Navigation Officer Science Treachery	3	7	6	When you play this personnel, if you command three Treachery personnel, name a non-ship card. Each opponent searches his or her deck, places the named card in his or her discard pile, and shuffles and replaces his or her deck.
Watley Recent Transfer	TOSP	ST2E-EN18031	V	Y	Y	18V031	Personnel	1					[Fed]	[Stf] [TOS] [Pa]				Human	Honor Medical Science	6	5	5	You may play this personnel at cost +3 to name a personnel. Each opponent must choose a personnel he or she commands who has that title and return him or her to his or her owner's hand.
Leeta Devoted Wife	TOSP	ST2E-EN18032	V	Y	Y	18V032	Personnel	1					[Fer]	[Stf] [DS9]				Bajoran	Anthropology Honor	6	5	4	When this personnel is randomly selected by a dilemma, if you command Ferenginar, download a card and place it beneath your Ferenginar.
Quark Lumba	TOSP	ST2E-EN18033	V	Y	Y	18V033	Personnel	4					[Fer]	[DS9]				Ferengi	Anthropology Diplomacy Honor Programming	6	6	4	When you play this personnel, you may download a card and place it beneath your Ferenginar. When your Rule is about to be destroyed by a card an opponent owns, you may destroy your Rule instead.
Ch'Regha Open-Minded	TOSP	ST2E-EN18034	V	Y	Y	18V034	Personnel	2					[Kli]	[Stf]				Klingon	Archaeology Exobiology Honor Medical	6	5	6	Order - Stop this personnel aboard your [Kli] ship at a [DQ] mission to place a Klingon at your Qo'noS aboard this ship.
Anastasia Komananov Russian Seductress	TOSP	ST2E-EN18035	V	Y	Y	18V035	Personnel	3					[NA]			Assassin. Infiltrator. 		Hologram	Diplomacy Intelligence Officer 2 Physics	6	6	5	When you play this personnel, you may take a Hologram from your discard pile into hand. When this personnel is killed by a dilemma, each player kills each copy of Kira Nerys that he or she commands.
Arandis Risan Facilitator	TOSP	ST2E-EN18036	V	Y	Y	18V036	Personnel	4					[NA]					Risan	2 Anthropology Diplomacy Geology Leadership	6	5	4	When you play this personnel, each player may download a card.
M'Pella Seductive Employee	TOSP	ST2E-EN18037	V	Y	Y	18V037	Personnel	2					[NA]					Alien	Acquisition Anthropology Exobiology	6	5	4	When this personnel is randomly selected by a dilemma, reveal the top card of your deck. If the cost of the revealed card matches the cost of that dilemma, it is prevented and overcome.
Marta Delusional Seductress	TOSP	ST2E-EN18038	V	Y	Y	18V038	Personnel	2					[NA]	[Pa]		Thief. 		Orion	Acquisition Anthropology Medical	4	5	5	When your Leadership personnel present is randomly selected by a dilemma, you may destroy one of your events to ignore its results and select again.
Rayna Kapec Developing Android	TOSP	ST2E-EN18039	V	Y	Y	18V039	Personnel	4					[NA]	[Pa]				Android	Biology Engineer Medical Physics Programming Science	6	5	5	When your non-Android personnel present is about to be stopped or killed by a dilemma, you may discard two Android personnel from hand to prevent that.
Sakonna Puzzled Interrogator	TOSP	ST2E-EN18040	V	Y	Y	18V040	Personnel	2					[NA]	[Stf] [Maq]				Vulcan	Geology Physics Transporters	4	7	6	When this personnel is randomly selected by a dilemma, if there are two [Maq] personnel present, that dilemma's owner must place two cards from hand on top of his or her deck in any order.
Ba'el Naive Prisoner	TOSP	ST2E-EN18041	V	Y	Y	18V041	Personnel	2					[Rom]					Klingon/Romulan	Exobiology Geology Honor Science	6	5	5	When this personnel is randomly selected by a dilemma, that dilemma's owner must discard a card at random from his or her hand.
Kalenna Sentry	TOSP	ST2E-EN18042	V	Y	Y	18V042	Personnel	2					[Rom]	[Stf]				Romulan	Anthropology Biology Intelligence Security	4	6	6	When this personnel begins a mission attempt, you may discard an event from hand to name up to two unique personnel. While each of those personnel is not [NA], he or she cannot be randomly selected by dilemmas. This effect lasts until the end of this mission attempt.
Fiona McKenzie Experienced Corporal	TOSP	ST2E-EN18043	V	Y	Y	18V043	Personnel	3					[SF]	[Stf] [Pa]		MACO. 		Human	Exobiology Leadership Navigation Security Transporters	6	5	6	While this personnel is facing a dilemma, if three MACO personnel are present with her, you may discard a card from hand to make a [SF] personnel present attributes +2 until the end of that dilemma.
Gannet Brooks Undercover Operative	TOSP	ST2E-EN18044	V	Y	Y	18V044	Personnel	3					[SF]	[Pa]				Human	Anthropology Diplomacy Intelligence Programming Security	5	6	4	While this personnel is attempting a mission, you may discard a [SF] personnel from hand to give her one of the discarded personnel's skills until the end of that mission attempt.
U.S.S. Sao Paulo NCC-75633	TOSP	ST2E-EN18045	V	Y	Y	18V045	Ship	7					[Fed]	[DS9]	[Cmd] [Cmd] [Cmd] [Stf]		Defiant			8	10	10	When your [DS9] personnel aboard this ship is about to be killed by a dilemma, you may stop that personnel instead.
Chula: The Precipice	Leg	ST2E-EN19001	V	N	Y	19V001	Dilemma	2	D														If you have an even number of personnel, randomly split them in half. Unless one half has a personnel with Leadership, a second personnel with Cunning>5, and a third personnel with Honor, randomly select one half to be stopped.
Left Behind	Leg	ST2E-EN19002	V	N	Y	19V002	Dilemma	4	S														Randomly select two personnel. They cannot use their skills while facing this dilemma. Unless you have 2 Biology and 2 Medical or 2 Navigation, Transporters, and Shields>8, those personnel are stopped, and your opponent places them on a planet mission in the same quadrant as this mission.
Repressed Message	Leg	ST2E-EN19003	V	N	Y	19V003	Dilemma	0	D							Consume: 2. 							Reveal the top card of your dilemma pile. Your opponent may remove this dilemma from the game to replace it with the revealed the dilemma. When that dilemma is about to be overcome, remove it from the game instead.
Rogue Borg Ship	Leg	ST2E-EN19004	V	N	Y	19V004	Dilemma	3	S														Unless you command three or more ships or ships at this mission with total Weapons>14 or more [Cmd] personnel that [Stf] personnel, your opponent may download a Damage card and place it on one of your ships at this mission, then this dilemma returns to its owner's dilemma pile.
Exocomp	Leg	ST2E-EN19005	V	N	Y	19V005	Equipment	3															Each of your Programming personnel present gains Engineer. When a Damage card an opponent owns is about to be placed on this ship, you may destroy this equipment to prevent that. Order- Destroy this equipment to remove a Damage card an opponent owns from this ship.
Subtle Influence	Leg	ST2E-EN19006	V	Y	Y	19V006	Event	2															To play this event, you must command six [Rom] personnel. Plays in your core. While personnel your opponent commands are attempting a mission, that opponent must discard an interrupt from hand to play an interrupt.
Earth Stop First Contact	Leg	ST2E-EN19007	V	Y	Y	19V007	Mission	0	P	2	40	A	[Bor]			Region: Sector 001. 			Borg Queen, (Locutus or a personnel you do not own), Cunning>40 and Strength>40				When your personnel complete this mission, remove a personnel involved from the game to choose five opponent's personnel at a headquarters mission to remove from the game.
Mediate Peace Treaty	Leg	ST2E-EN19008	V	Y	Y	19V008	Mission	0	S	3	30	A	[Fed] [NA]						Diplomacy, Law, Leadership and (Integrity>35 or Cunning>37)				Players cannot begin combat nor begin an engagement at this mission.
Evek Agent of Cardassian Justice.	Leg	ST2E-EN19009	V	Y	Y	19V009	Personnel	4					[Car]	[Cmd]		Gul. 		Cardassian	Law Officer Physics Security	4	5	6	When you play this personnel, if you command six [Car] personnel, you may reveal the top three cards of an opponent's deck. Each revealed card that is a personnel that opponent does not command is placed in your brig. (That opponent now commands them.)
Changeling Infiltrator	Leg	ST2E-EN19010	V	Y	Y	19V010	Personnel	0					[Dom]			Founder. Infiltrator. Shape-shifter. 		Changeling		0	0	0	Order - Choose a captive in your brig. While that captive is in your brig, this personnel gains all icons, skills, keywords and attributes on that personnel. These effects last until this order is executed again.
Pel Profit-Seeker	Leg	ST2E-EN19011	V	Y	Y	19V011	Personnel	2					[Fer]	[Stf]		Waiter. 		Ferengi	Acquisition Anthropology Biology Diplomacy	6	6	4	While this personnel is facing a dilemma at a mission worth 40 or more points, your [Fer] personnel may meet Integrity and Strength requirements using Cunning.
Miles O'Brien Connelly	Leg	ST2E-EN19012	V	Y	Y	19V012	Personnel	4					[NA]	[Stf]		Infiltrator. Thief. 		Human	Engineer Honor Intelligence Programming	7	5	6	While this personnel is present with a Thief, this personnel is Cunning +1 for each non-Artifact equipment present (limit +4). You may play equipment at cost +1 at this mission.
Romulan Impersonator "Geordi La Forge"	Leg	ST2E-EN19013	V	Y	Y	19V013	Personnel	3					[Rom]	[Stf]		Infiltrator. 		Romulan	Engineer Intelligence Programming Treachery	4	6	6	When an opponent's personnel is about to complete this mission, you may return this personnel to his owner's hand to increase each attributes requirement of that mission by 5 until the end of the turn.
Tenak'talar Vanguard of the Occupation	Leg	ST2E-EN19014	V	Y	Y	19V014	Ship	7					[Dom]	[TN]	[Cmd] [Stf] [Stf]		Warship			9	9	9	This ship is Range +1 for each unique [Car] personnel aboard (limit +3). When your unique Cardassian aboard uses a skill to complete a [Car] mission, if this ship is staffed, score 10 points. You may do this only once each turn.
U.S.S. Centaur Patrolling Ship	Leg	ST2E-EN19015	V	Y	Y	19V015	Ship	5					[Fed]	[DS9]	[Stf] [Stf] [Stf]		Centaur			8	7	7	While your [DS9] personnel aboard is attempting a mission that has three or less dilemmas beneath it, he or she is attributes +1.
Alien Encounter	EM	ST2E-EN23001	V	N	Y	23V001	Dilemma	3	D														Unless you have Anthropology, Diplomacy, Exobiology, Leadership, and Integrity>34, or command one or less headquarters missions, choose five personnel to be stopped and this dilemma returns to its owner's dilemma pile.
Broken Link	EM	ST2E-EN23002	V	N	Y	23V002	Dilemma	1	D														Your personnel cannot gain skills while facing this dilemma. Unless you have Anthropology, Biology, and Law or Diplomacy, Leadership, and Security, randomly select a personnel to be stopped and if this dilemma's owner discards a Capture card or a Punishment card from hand, then that personnel is placed in your opponent's brig instead.
Coolant Leak	EM	ST2E-EN23003	V	N	Y	23V003	Dilemma	4	D														Unless you have Engineer or a personnel who has a cost of 4 or more, all your personnel are stopped. If you have two or more personnel who have Engineer or cost 1 or less, randomly select all but one of those personnel to be stopped.
Desperation	EM	ST2E-EN23004	V	N	Y	23V004	Dilemma	2	D														Unless you have 3 Security or Leadership, Treachery, and Strength>28, randomly select a personnel and choose a personnel to be stopped for each different Bajoran Resistance personnel your opponent commands.
Family	EM	ST2E-EN23005	V	N	Y	23V005	Dilemma	3	D														Randomly select a personnel to be stopped. Unless you reveal an Honor personnel from your hand or reveal a Treachery personnel from your hand, place that personnel on the bottom of his or her owner's deck instead.
Inequitable Exchange	EM	ST2E-EN23006	V	N	Y	23V006	Dilemma	6	D														If your opponent has a captive in his or her brig, this dilemma is cost -3. Take a personnel you own from an opponent's brig (he or she joins this mission attempt). Then your opponent chooses a different personnel to be placed in his or her brig.
Information Extraction	EM	ST2E-EN23007	V	N	Y	23V007	Dilemma	1	D														Your personnel cannot gain skills while facing this dilemma. Unless you have Intelligence, Officer, and Programming or Exobiology, Medical, and Treachery, randomly select a personnel to be stopped and if this dilemma's owner chooses to lose 5 points, then add 10 to each attribute requirement of this mission until the end of this mission attempt.
Just Following Orders	EM	ST2E-EN23008	V	N	Y	23V008	Dilemma	1	D														Your personnel cannot gain skills while facing this dilemma. Unless you have Astrometrics, Intelligence, and Treachery or Geology, Honor, and Navigation, randomly select a personnel to be stopped and if this dilemma's owner discards an event from hand, then he or she may destroy an event.
One Step Ahead	EM	ST2E-EN23009	V	N	Y	23V009	Dilemma	0	S														Unless you have 2 Programming and 2 Transporters or two Hand Weapons, all your personnel are stopped. When you meet the requirements of this dilemma, you may stop a Security personnel to score 5 points.
The Launching	EM	ST2E-EN23010	V	N	Y	23V010	Dilemma	0	P														Unless you have 2 Astrometrics and 2 Physics or two non-Hand Weapon equipment, all your personnel are stopped. When you meet the requirements of this dilemma, you may stop an Engineer personnel to score 5 points.
Trilithium Heist	EM	ST2E-EN23011	V	N	Y	23V011	Dilemma	1	D														Your personnel cannot gain skills while facing this dilemma. Unless you have Acquisition, Engineer, and Transporters or Medical, Physics, and Science, randomly select a personnel to be stopped and if this dilemma's owner discards a Crime card from hand, then he or she scores 5 points.
Earring of Li Nalas	EM	ST2E-EN23012	V	Y	Y	23V012	Equipment	0															Artifact. (To play this card, you must have completed a mission requiring Acquisition, Anthropology, or Archaeology.)When your Bajoran Resistance personnel present is about to be stopped by a dilemma, you may destroy your Assault event or your Hand Weapon he or she is equipped with to prevent that. You may do this only once each turn.
Resistance Rifle	EM	ST2E-EN23013	V	Y	Y	23V013	Equipment	1															Hand Weapon. While in combat, each of your Bajoran Resistance personnel present is Strength +1. While your Bajoran Resistance personnel present is facing a dilemma, you may add that personnel's Strength to his or her Cunning or Integrity until the end of that dilemma. You may do this only once each turn.
Bajoran Resistance Cell	EM	ST2E-EN23014	V	N	Y	23V014	Event	2															"To play this event, you must command three Bajoran Resistance personnel. Choose one: download an Assault event; download a Hand Weapon; or download a Bajoran Resistance personnel and place him or her in your discard pile. Destroy this event."
Ferengi Tradition	EM	ST2E-EN23015	V	N	Y	23V015	Event	5															To play this event, you must command six  personnel. Lose 10 points to score 20 points. Remove this event from the game.
I Stand With My Shipmates	EM	ST2E-EN23016	V	N	Y	23V016	Event	5															Plays in your core. When you are about to lose 5 points to pay the cost of a card you own, if you have 5 points, you may destroy this card instead to pay that cost.
Isabella	EM	ST2E-EN23017	V	N	Y	23V017	Event	2															Plays in your core. While a personnel is facing a Persistent dilemma, that personnel cannot use his or her abilities.
Peak Performance	EM	ST2E-EN23018	V	Y	Y	23V018	Event	1															Plays in your core. When you play this event, name a unique personnel. While you have 30 or more points, your personnel with that title is attributes +1. While you have 60 or more points, your personnel with that title cannot be stopped by dilemmas.
Promenade School	EM	ST2E-EN23019	V	N	Y	23V019	Event	1															Stop four of your   personnel of four different species to score 5 points. Remove this event from the game.
