Name	Set	ImageFile	Rarity	CollectorsInfo	Type	Cost	Mission/DilemmaType	Span	Points	Quadrant	Affiliation	Icons	Staff	Keywords	Species/Class	Skills	Integrity/Range	Cunning/Weapons	Strength/Shields	Text
Your Fear Will Destroy You	NE	ST2E-EN04084	U	4U084	Event	2								Infiltration. 						For each opponent's headquarters mission where you command an Infiltrator, score 5 points.  Remove this event from the game.
Allies on the Inside	NE	ST2E-EN04085	R	4R085	Interrupt	0														Order - Download a Dissident personnel, then discard cards from hand equal to that personnel's cost.  Remove this interrupt from the game.
Brainwashing	NE	ST2E-EN04086	R	4R086	Interrupt	0								Capture. 						To play this interrupt, you must command three [Rom] personnel.  Order - Lose 5 points to reveal an opponent's hand.  Choose a personnel that you do not command and place him or her on your headquarters mission. (You now command that personnel.)
Chance Observation	NE	ST2E-EN04087	C	4C087	Interrupt	0														When your [Rom] personnel is facing a dilemma, reveal the top three cards of an opponent's deck and make that personnel attributes +1 for each non-event card revealed.  This effect lasts until the end of that dilemma.
Indomitable	NE	ST2E-EN04088	U	4U088	Interrupt	0														To play this interrupt, you must command three [Bor] personnel.  When your mission attempt ends, lose 5 points to unstop each of your personnel who became stopped during that mission attempt.  You cannot attempt that same mission again this turn.
Knowledge and Experience	NE	ST2E-EN04089	R	4R089	Interrupt	0														To play this interrupt, you must command three [Bor] personnel.  When a personnel you command but do not own is facing a dilemma, lose 5 points to prevent and overcome that dilemma.
Lying in Wait	NE	ST2E-EN04090	U	4U090	Interrupt	0														When a personnel is about to be randomly selected by a dilemma, if you command a [Rom] personnel at the same mission, make the selection as follows instead: the player who commands the eligible personnel excludes one from that selection, then the dilemma's owner chooses from the remaining eligible personnel.
Natural Instincts	NE	ST2E-EN04091	U	4U091	Interrupt	0														When your Bajoran Resistance personnel is facing a dilemma, name a skill that none of your personnel facing that dilemma has.  That Bajoran Resistance personnel gains that skill until the end of that dilemma.
One-Upsmanship	NE	ST2E-EN04092	U	4U092	Interrupt	0														Order - Download a personnel or event, then shuffle that card and each copy of that card your opponents command into their owners' decks.
Operational Necessity	NE	ST2E-EN04093	U	4U093	Interrupt	0														To play this interrupt, you must command two [Fed][Maq] personnel.  When an interrupt is played, discard a [Maq] card from hand to prevent that interrupt and place it in its owner's discard pile.
Outlining the Stakes	NE	ST2E-EN04094	R	4R094	Interrupt	0														To play this interrupt, you must command three [Rom] personnel.  When you are checking if your personnel can meet a mission's requirements, lose 5 points to subtract a skill from those requirements.
Reborn	NE	ST2E-EN04095	U	4U095	Interrupt	0														To play this interrupt, you must command three [Bor] personnel present together at a non-headquarters mission.  Order - Lose 5 points to randomly select an opponent's personnel present with those [Bor] personnel and take command of him or her.
The First of Many	NE	ST2E-EN04096	C	4C096	Interrupt	0														When your Borg is stopped while attempting a mission, discard the top card of your deck to unstop one of your other stopped Borg present.  The Borg you unstop joins the mission attempt.
The Order of Things	NE	ST2E-EN04097	C	4C097	Interrupt	0														When your Founder or Vorta is about to be killed, kill your unique Jem'Hadar present with him or her to present that.
The Rite of Emergence	NE	ST2E-EN04098	R	4R098	Interrupt	0														When your Host is attempting a mission, discard two random cards from hand to make him or her gain Treachery and a skill of your choice until the end of this turn.
Anneli	NE	ST2E-EN04099	C	4C099	Personnel	1					[Baj]	[Stf] [DS9]			Bajoran	Astrometrics Biology Science	5	5	5	While you command an event in your core, this personnel is attributes+1.
Bareil Antos Opaka's Protector	NE	ST2E-EN04100	R	4R100	Personnel	4					[Baj]			Vedek. 	Bajoran	Anthropology Diplomacy 2 Honor Leadership Programming	8	6	5	Order - Stop this personnel to download a card, then place that card in your discard pile.
Day Kannu Field Colonel	NE	ST2E-EN04101	U	4U101	Personnel	2					[Baj]	[Cmd] [DS9]			Bajoran	Engineer Officer Security Treachery	3	5	6	When you win combat involving this personnel, score 5 points.
Dukat Anjohl Tennan	NE	ST2E-EN04102	R	4R102	Personnel	2					[Baj]	[Cmd]			Cardassian	Anthropology Archaeology Diplomacy Programming 2 Treachery	2	6	6	While this personnel is facing a dilemma, you may remove an Anthropology or Leadership personnel in your discard pile from the game to make this personnel attributes+1 until the end of this mission attempt.
Kira Meru Comfort Woman	NE	ST2E-EN04103	R	4R103	Personnel	1					[Baj]	[Pa]			Bajoran	Anthropology Exobiology Geology	5	5	5	While this personnel is attempting a mission, you may lose 5 points to make her gain a skill on a [Baj] personnel in your discard pile until the end of that mission attempt.
Krim Thoughtful Tactician	NE	ST2E-EN04104	R	4R104	Personnel	2					[Baj]	[Cmd] [DS9]		Commander: Talnot. General. 	Bajoran	Astrometrics Honor Leadership Officer	6	6	6	Order - Lose 5 points and stop this personnel to name a dilemma.  Choose an opponent to take each copy of that dilemma for his or her dilemma pile, place them beneath your completed mission, then shuffle and replace his or her dilemma pile face down.
Kulan Militia Soldier	NE	ST2E-EN04105	C	4C105	Personnel	2					[Baj]	[Stf]		Bajoran Resistance. 	Bajoran	Engineer Honor Navigation Transporters	6	5	5	When you play this personnel, for each event in your discard pile, he is cost-1.  While you have a Navigation personnel in your discard pile, this personnel gains Navigation.
Leeta Rebel Supporter	NE	ST2E-EN04106	R	4R106	Personnel	0					[Baj]	[TN]		Dabo Girl. Dissident. 	Bajoran	Anthropology Honor	6	5	4	When you play this personnel, discard a card from hand.  While you have more than ten cards in your discard pile, each of your Dissident personnel present is attributes+1.
Razka Karn Scavenger	NE	ST2E-EN04107	C	4C107	Personnel	2					[Baj]	[Stf]		Bajoran Resistance. Smuggler. Thief. 	Bajoran	Acquisition Archaeology Astrometrics Engineer Navigation	4	6	5	While this personnel is facing a dilemma, you may discard an event from hand to replace his Integrity with the Integrity of a [Baj] personnel in your discard pile until the end of that dilemma.
Solbor Faithful Attendant	NE	ST2E-EN04108	R	4R108	Personnel	3					[Baj]			Prylar. 	Bajoran	Anthropology Exobiology Honor	7	5	3	When you complete a mission involving this personnel, if your Kai, other Prylar, or Vedek used a skill to complete it, score 5 points.
Surmak Ren Medical Administrator	NE	ST2E-EN04109	U	4U109	Personnel	3					[Baj]			Bajoran Resistance. 	Bajoran	Biology Leadership Medical Programming Science	5	6	5	When you play this personnel, each opponent discards a card from hand for each headquarters mission he or she commands.
Treyam Militia Soldier	NE	ST2E-EN04110	C	4C110	Personnel	2					[Baj]	[Stf]		Bajoran Resistance. 	Bajoran	Archaeology Medical Physics Programming	5	5	6	When you play this personnel, for each event in your discard pile, he is cost-1.  While you have a Medical personnel in your discard pile, this personnel gains Medical.
Defragmentation Drone	NE	ST2E-EN04111	C	4C111	Personnel	1					[Bor]	[Stf]		Drone. 	Borg	Physics Security	5	5	5	Order - Destroy an event in your core to draw cards equal to that event's cost.
Examination Drone	NE	ST2E-EN04112	C	4C112	Personnel	2					[Bor]	[Stf]		Drone. 	Borg	Anthropology Archaeology Astrometrics	5	5	5	When you play this personnel, choose an opponent.  You may draw a card for each headquarters mission he or she commands.
Facilitation Drone	NE	ST2E-EN04113	U	4U113	Personnel	2					[Bor]	[Stf]		Drone. 	Borg	Biology Geology Medical Programming	5	5	5	When you play this personnel, you may reveal up to three cards from the bottom of your deck.  As your next action, you may play one of those cards as if it were in your hand.  Those you do not play are placed in your discard pile.
Five of Twelve Secondary Adjunct of Trimatrix 942	NE	ST2E-EN04114	U	4U114	Personnel	3					[Bor]	[Stf]		Drone. 	Borg	Anthropology Biology Engineer Navigation Programming	5	6	6	When you fail a mission attempt involving this personnel, he is not stopped.
Reconnaissance Drone	NE	ST2E-EN04115	U	4U115	Personnel	3					[Bor]	[Stf]		Drone. 	Borg	Exobiology Navigation Security Transporters	5	5	5	When you play this personnel, you may download a non-Drone personnel, then place that personnel on top of your deck.
Aamin Marritza Honorable Patriot	NE	ST2E-EN04116	U	4U116	Personnel	2					[Car]	[Stf]			Cardassian	2 Honor Programming	8	6	3	While this personnel is attempting a mission, you may discard an event from hand to make him gain a skill of your choice that he does not already have until the end of that mission attempt.  You may do this only once each turn.
Broca Grovelling Lackey	NE	ST2E-EN04117	U	4U117	Personnel	3					[Car]	[Cmd]		Legate. 	Cardassian	Archaeology Engineer Officer Transporters Treachery	4	5	5	Order - Discard a card from hand and reveal an event from hand to download a copy of that event.  You may do this only once each turn.
Hogue Student of Political Ethics	NE	ST2E-EN04118	C	4C118	Personnel	1					[Car]	[Stf]		Dissident. 	Cardassian	Honor Leadership Navigation	6	5	5	Order - Discard the top card of your deck to make this personnel gain Science until the end of this turn.  You may do this only once each turn.
Kira Nerys Iliana Ghemor	NE	ST2E-EN04119	R	4R119	Personnel	1					[Car]	[Stf]		Dissident. 	Bajoran	Honor Programming Security	6	6	6	Order - Lose 5 points and stop this personnel to download up to three Dissident personnel, then place them on a headquarters mission where they could be played.
Mila Trusted Confidante	NE	ST2E-EN04120	U	4U120	Personnel	2					[Car]			Dissident. 	Cardassian	Biology Honor Intelligence Medical	7	5	3	When an interrupt is played, you may kill this personnel to prevent that interrupt and place it in its owner's discard pile.
Odo Impartial Investigator	NE	ST2E-EN04121	R	4R121	Personnel	3					[Car]	[Stf] [Pa]		Shape-shifter. 	Changeling	Anthropology Exobiology Honor Law Security	6	6	8	Order - If this personnel is at a non-headquarters mission, lose 5 points and stop him to place an opponent's non-Honor personnel present in your brig.
Rusot Proud Nationalist	NE	ST2E-EN04122	U	4U122	Personnel	2					[Car]	[Cmd]		Dissident. Gul. 	Cardassian	Biology Geology Officer Treachery	4	5	6	While you command more events in your core than each of your opponents, this personnel gains Leadership and Security.
Seskal Comrade in Arms	NE	ST2E-EN04123	U	4U123	Personnel	2					[Car]	[Cmd]		Dissident. Glinn. 	Cardassian	Anthropology Astrometrics Officer Science	5	5	6	While you command more events in your core than each of your opponents, this personnel cannot be stopped by dilemmas.
Toran Ambitious Brute	NE	ST2E-EN04124	R	4R124	Personnel	3					[Car]	[Cmd]		Assassin. Gul. 	Cardassian	Astrometrics Diplomacy Officer Physics 2 Treachery	2	5	6	Order - Discard a personnel from hand and return this personnel to his owner's hand to kill an opponent's personnel present who has a skill that discarded personnel has.
Amar'itak	NE	ST2E-EN04125	C	4C125	Personnel	2					[Dom]	[Stf]			Jem'Hadar	Exobiology Geology Security	6	5	8	When you play this personnel, if you command a Vorta, choose an opponent.  You may draw a card for each headquarters mission he or she commands.
Founder Architect	NE	ST2E-EN04126	R	4R126	Personnel	2					[Dom]			Founder. Shape-shifter. 	Changeling	Astrometrics Law	5	5	5	While this personnel is attempting a mission, he is attributes+1 for each event in each player's core (limit+5).
Leyton Founder Hostile Operative	NE	ST2E-EN04127	C	4C127	Personnel	3					[Dom]	[Cmd]		Founder. Infiltrator. Shape-shifter. 	Changeling	Biology Intelligence Leadership Officer Security Treachery	3	6	5	When you are about to play an Infiltration event, if this personnel is at an opponent's mission, that event is cost-1.
Luaran Cautious Inspector	NE	ST2E-EN04128	U	4U128	Personnel	2					[Dom]	[Cmd]			Vorta	Biology Engineer Physics Science Treachery	4	6	3	When you play this personnel, if you command a Jem'Hadar, you may draw a card for each space mission you command.
O'Brien Founder Agent Provocateur	NE	ST2E-EN04129	U	4U129	Personnel	3					[Dom]	[Stf]		Founder. Infiltrator. Shape-shifter. 	Changeling	Anthropology Astrometrics Engineer Intelligence Treachery	4	6	5	When you play this personnel, you may download an Infiltration card.
Odo Founder Adept Imposter	NE	ST2E-EN04130	R	4R130	Personnel	2					[Dom]	[Cmd]		Founder. Infiltrator. Shape-shifter. 	Changeling	Engineer Programming Security Treachery	3	6	8	When you are about to place an Infiltration card in your discard pile, if this personnel is present with an opponent's personnel, you may place that Infiltration card on top of your deck instead.
Rodak'koden	NE	ST2E-EN04131	C	4C131	Personnel	2					[Dom]	[Stf]			Jem'Hadar	Honor Physics Security Transporters	6	5	8	When you play this personnel, if you command a Vorta, you may draw two cards, then discard three cards from hand (only discard two if you command an event in your core).
Weyoun Warship Commander	NE	ST2E-EN04132	U	4U132	Personnel	2					[Dom]	[Cmd]		Commander: Tenak'talar. 	Vorta	Leadership Navigation 2 Treachery	2	6	4	When an engagement involving your [Car] ship or [Dom] ship begins at this mission, if this personnel is aboard a ship, that ship may join that engagement.
Beverly Crusher Chief Physician	NE	ST2E-EN04133	R	4R133	Personnel	2					[Fed]	[Cmd] [TNG]			Human	Biology Exobiology 2 Medical	6	6	4	When this personnel is stopped by a dilemma, you may take a [TNG] personnel from your discard pile into hand.
Data Pinocchio	NE	ST2E-EN04134	R	4R134	Personnel	5					[Fed]	[Cmd] [TNG]			Android	Astrometrics Engineer Exobiology Officer Programming	6	10	10	When you play this personnel, name Anthropology, Navigation or Physics.  This personnel gains that skill.
Deanna Troi Ship's Counselor	NE	ST2E-EN04135	U	4U135	Personnel	2					[Fed]	[Stf] [TNG]			Betazoid/Human	Anthropology Diplomacy Honor Telepathy	6	5	4	Order - If this personnel is present with an opponent's personnel, stop this personnel to examine that opponent's hand and choose a card to place on the bottom of his or her deck.
Dorian Collins Acting Chief Petty Officer	NE	ST2E-EN04136	C	4C136	Personnel	1					[Fed]	[Stf] [E]		Cadet. 	Human		6	5	4	While this personnel is facing a dilemma, she is attributes+1 and gains Anthropology, Engineer, Geology, Honor and Transporters.
Geordi La Forge Conn Officer	NE	ST2E-EN04137	U	4U137	Personnel	1					[Fed]	[Stf] [TNG]			Human	Astrometrics Navigation Officer	6	6	5	While this personnel is on a planet, he loses Astrometrics, Navigation and Officer and gains Engineer, Physics and Programming.
Guinan Listener	NE	ST2E-EN04138	R	4R138	Personnel	3					[Fed]	[TNG]			El-Aurian	Anthropology Exobiology 2 Honor	8	7	4	When you play this personnel, each player scores 5 points.
Jadzia Dax Problem Solver	NE	ST2E-EN04139	R	4R139	Personnel	3					[Fed]	[Stf] [DS9]		Host. 	Trill	Astrometrics Physics Programming Science	6	7	6	When you are about to place an event in your discard pile, you may stop this personnel to place it on the bottom of your deck instead.
Jake Sisko Reporter Behind the Lines	NE	ST2E-EN04140	R	4R140	Personnel	1					[Fed]	[TN]		Dissident. 	Human	Anthropology Biology Honor Programming	6	5	5	When you play this personnel, discard a card from hand.  When you play another Dissident personnel, you may make each player discard the top card of his or her deck.
Kalita Maquis Pilot	NE	ST2E-EN04141	U	4U141	Personnel	2					[Fed]	[Cmd] [Maq]			Human	Astrometrics Biology Navigation	5	6	5	When you play this personnel, you may place an opponent's even on top of its owner's deck.
Karen Farris Rigorous Leader	NE	ST2E-EN04142	C	4C142	Personnel	1					[Fed]	[Cmd] [E]		Cadet. 	Human		5	5	5	While this personnel is facing a dilemma, she is attributes+1 and gains Astrometrics, Engineer, Leadership, Officer, and Security.
Lenara Kahn Wormhole Theorist	NE	ST2E-EN04143	U	4U143	Personnel	2					[Fed]	[Stf] [E]		Host. 	Trill	Astrometrics Engineer Physics Science	5	6	4	When you play this personnel, you may examine the top four cards of your deck.  You may reveal one event and take it into hand.  Place the remaining cards on the bottom of your deck in any order.
Miles O'Brien Repair Chief	NE	ST2E-EN04144	U	4U144	Personnel	3					[Fed]	[Stf] [DS9]			Human	2 Engineer Honor Programming Transporters	7	6	5	When your event is about to be destroyed by an opponent, you may discard an event from hand to prevent that.
Riley Shepard Confident Cadet	NE	ST2E-EN04145	C	4C145	Personnel	1					[Fed]	[Stf] [E]		Cadet. 	Human		5	5	6	While this personnel is facing a dilemma, he is attributes+1 and gains Biology, 2 Navigation, Programming and Security.
Seth Matthews Red Squad Cadet	NE	ST2E-EN04146	C	4C146	Personnel	0					[Fed]	[Stf] [E]		Cadet. 	Human		5	5	5	While this personnel is facing a dilemma, he gains Exobiology and Science.
Tamal Technician	NE	ST2E-EN04147	C	4C147	Personnel	2					[Fed]	[Stf] [Maq]			Human	Anthropology Engineer Science	6	6	6	While this personnel is attempting a mission, you may discard a [Maq] Leadership personnel from hand to make a personnel present attributes+1 until the end of that mission attempt.
Tim Watters Valiant Captain	NE	ST2E-EN04148	U	4U148	Personnel	1					[Fed]	[Cmd] [E]		Cadet. Commander: U.S.S. Valiant. 	Human		5	5	6	While this personnel is facing a dilemma, he is attributes+1 and gains Diplomacy, 2 Leadership, Officer and Physics.
William T. Riker First Officer	NE	ST2E-EN04149	R	4R149	Personnel	2					[Fed]	[Cmd] [TNG]			Human	Anthropology Leadership Navigation Officer	6	6	6	When this personnel is about to be stopped by a dilemma, you may unstop one of your stopped [TNG] personnel present.  That personnel joins this mission attempt.
Worf Conn Officer	NE	ST2E-EN04150	U	4U150	Personnel	3					[Fed]	[Stf] [TNG]			Klingon	Honor Navigation Officer Security	7	5	8	Order - Destroy your event to exchange a dilemma beneath your mission with the top card of its owner's dilemma pile.
B'Etor Ambitious Renegade	NE	ST2E-EN04151	R	4R151	Personnel	3					[Kli]	[Cmd]			Klingon	Astrometrics Leadership Programming Science 2 Treachery	2	6	6	When you play this personnel, reveal cards from the top of your deck equal to the cost of an event in your core.  Take each Treachery personnel revealed into your hand.  Replace the remaining cards in the same order.
Jadzia Dax Sworn Ally	NE	ST2E-EN04152	R	4R152	Personnel	3					[Kli]	[Stf]		Host. 	Trill	Anthropology Diplomacy Physics Science	6	7	6	While this personnel is present with an Honor Klingon, she is attributes+1 and gains Honor.
K'Tal Senior Council Member	NE	ST2E-EN04153	C	4C153	Personnel	2					[Kli]			High Council Member. 	Klingon	Anthropology Diplomacy Law	6	4	6	When you play a Chancellor or High Council Member at this mission, you may download an event.
Lursa Ambitious Renegade	NE	ST2E-EN04154	R	4R154	Personnel	2					[Kli]	[Cmd]			Klingon	Engineer Leadership Navigation 2 Treachery	2	6	7	When you play this personnel, reveal cards from the top of your deck equal to the cost of an event into your core.  Take each Assault and Maneuver card revealed into your hand.  Replace the remaining cards in the same order.
William T. Riker Exchange Officer	NE	ST2E-EN04155	R	4R155	Personnel	2					[Kli]	[Cmd]			Human	Anthropology Leadership Navigation Officer	6	6	6	While this personnel is facing a dilemma, you may discard a card from hand to make him gain a skill from your Klingon present until the end of that mission attempt.
Aaron Conor Born Leader	NE	ST2E-EN04156	C	4C156	Personnel	3					[NA]			Genetically Enhanced. 	Human	Diplomacy 2 Honor Leadership	8	6	6	When you play this personnel, choose an opponent.  For each headquarters mission he or she commands, this personnel is cost-1.
Crosis Fanatical Lieutenant	NE	ST2E-EN04157	R	4R157	Personnel	2					[NA]	[Cmd]			Borg	Exobiology Officer Programming Security Treachery	3	6	6	For each event you command beyond the number of events an opponent of your choice commands, this personnel is attributes+1 (limit+6).
Data Loyal Brother	NE	ST2E-EN04158	R	4R158	Personnel	1					[NA]	[Cmd]			Android	Astrometrics Biology Engineer 2 Programming Treachery	3	9	10	At the start of each of your turns, you must discard an event from hand or stop this personnel.
Goval Follower of the One	NE	ST2E-EN04159	U	4U159	Personnel	1					[NA]	[Stf]			Borg	Archaeology Geology Science	4	5	5	While this personnel is attempting a mission, you may discard an equipment or event card from hand to make his attributes+2 until end of this turn.
Hannah Bates Biosphere Expert	NE	ST2E-EN04160	C	4C160	Personnel	2					[NA]			Genetically Enhanced. 	Human	Engineer Physics Programming Science	4	7	5	
Lore The One	NE	ST2E-EN04161	R	4R161	Personnel	6					[NA]	[Cmd]			Android	Diplomacy Engineer Leadership Programming Security 2 Treachery	1	10	10	While this personnel is facing a dilemma, he cannot be stopped.
Martin Benbeck Strict Interpreter	NE	ST2E-EN04162	C	4C162	Personnel	3					[NA]			Genetically Enhanced. 	Human	Anthropology Honor Law Security	7	6	6	When you play this personnel, choose an opponent.  You may draw a card for each headquarters mission he or she commands.
Morik	NE	ST2E-EN04163	C	4C163	Personnel	2					[NA]	[Stf]			Borg	Anthropology Engineer Medical Transporters	4	5	5	The cost of the event in your core that has the highest cost is added to this personnel's attributes.
Reide	NE	ST2E-EN04164	C	4C164	Personnel	1					[NA]	[Stf] [Maq]			Human	Diplomacy Exobiology Physics	4	5	6	Order - Discard two [Maq] cards from hand to place two random cards from an opponent's hand on top of his or her deck.  You may do this only once each turn.
B'Etor Romulan Conspirator	NE	ST2E-EN04165	R	4R165	Personnel	2					[Rom]	[Cmd]			Klingon	Diplomacy Physics Programming Science 2 Treachery	2	6	6	When this personnel is about to be stopped by a dilemma, you may unstop a stopped [Rom] personnel present.  That personnel joins this mission attempt.
Bochra Loyal Centurion	NE	ST2E-EN04166	U	4U166	Personnel	2					[Rom]	[Stf]			Romulan	Geology Navigation Officer	6	5	6	At the start of each of your turns, if this personnel is at an opponent's incomplete non-headquarters mission, you may spend 1 additional counter during your Play and Draw Cards segment.
Kell Romulan Accomplice	NE	ST2E-EN04167	C	4C167	Personnel	2					[Rom]			High Council Member. 	Klingon	Diplomacy Engineer Exobiology Programming Treachery	3	5	5	While this personnel is at a [Kli] mission, he is an Infiltrator.  While this personnel is at your [Kli] mission, you may attempt it.
Koval Chairman of the Tal Shiar	NE	ST2E-EN04168	R	4R168	Personnel	3					[Rom]	[Cmd]			Romulan	Biology Exobiology Intelligence Leadership Security Treachery	3	7	5	While an opponent commands more headquarters missions that you, this personnel cannot be stopped by dilemmas.
Lursa Romulan Conspirator	NE	ST2E-EN04169	R	4R169	Personnel	2					[Rom]	[Cmd]			Klingon	Anthropology Engineer Law 2 Treachery	2	6	7	When you other [Rom] personnel present is about to be stopped by a dilemma, this personnel may gain one of his or her skills until the end of that mission attempt.  You may do this only once each turn.
Mareth	NE	ST2E-EN04170	C	4C170	Personnel	2					[Rom]	[Stf]			Romulan	Archaeology Engineer Programming Transporters	5	6	5	When this personnel is about to be stopped by a dilemma, you may discard an event from hand to prevent that.
Parem Special Security	NE	ST2E-EN04171	U	4U171	Personnel	2					[Rom]	[Stf]			Romulan	Astrometrics Physics Security Treachery	4	5	7	While this personnel is facing a dilemma, he is attributes+1 for each other dilemma he has faced this turn.
Relam	NE	ST2E-EN04172	C	4C172	Personnel	2					[Rom]	[Cmd]			Romulan	Astrometrics Officer Science Treachery	4	6	6	When this personnel is about to be stopped by a dilemma, you may discard an event from hand to prevent that.
Sela Devious Schemer	NE	ST2E-EN04173	R	4R173	Personnel	3					[Rom]	[Cmd]			Human/Romulan	Intelligence Leadership Officer Security 2 Treachery	2	6	5	While an opponent's Security personnel is at this mission, that opponent must discard a card from hand to use that Security.
Selok Deep Cover Operative	NE	ST2E-EN04174	C	4C174	Personnel	2					[Rom]	[Stf]			Romulan	Anthropology Intelligence Security Treachery	4	6	5	While this personnel is at a [Fed] mission, she is an Infiltrator.  While this personnel is at your [Fed] mission, you may attempt it.
Setek	NE	ST2E-EN04175	C	4C175	Personnel	2					[Rom]				Romulan	Anthropology Exobiology Medical Physics	5	5	6	When this personnel is about to be stopped by a dilemma, you may discard an event from hand to prevent that.
Tamarith Reformist	NE	ST2E-EN04176	U	4U176	Personnel	2					[Rom]			Dissident. 	Romulan	Anthropology Biology Honor Medical	6	5	4	When you complete a [Fed] mission, if this personnel used any of her skills, score 5 points.
Taul	NE	ST2E-EN04177	C	4C177	Personnel	2					[Rom]	[Stf]			Romulan	Biology Geology Navigation Security	5	5	6	When this personnel is about to be stopped by a dilemma, you may discard an event from hand to prevent that.
Talnot	NE	ST2E-EN04178	U	4U178	Ship	6					[Baj]	[DS9]	[Stf] [Stf] [Stf]		Janitza		6	7	7	While you command an event in your core and have a copy of that same event in your discard pile, your opponent cannot destroy that event.
U.S.S. Valiant Red Squad Training Ship	NE	ST2E-EN04179	U	4U179	Ship	7					[Fed]	[E]	[Cmd] [Cmd] [Cmd] [Stf]		Defiant		8	10	10	This ship is attributes +1 for each of your Cadets aboard (limit +4).
I.K.S. Ning'tao	NE	ST2E-EN04180	R	4R180	Ship	6					[Kli]		[Stf] [Stf] [Stf]	Cloaking Device. 	K'Vort		7	8	7	When you win an engagement involving this ship, you may lose 5 points to download a Damage card and place it on an opponent's ship at this mission.
Temporal Misalignment	FT	ST2E-EN05001	P	5P001	Dilemma	2	P							Consume:  X. 						Randomly select X personnel to be stopped.
The Clown: Bitter Medicine	FT	ST2E-EN05002	P	5P002	Dilemma	4	D													Place this dilemma on this mission.  Your opponent names a skill.  Each of your personnel who has that skill is attributes-2.  At the end of this turn, this dilemma returns to its owner's dilemma pile.
Tragic Turn	FT	ST2E-EN05003	P	5P003	Dilemma	3	D							Consume: 2. 						Place this dilemma on this mission (limit one per mission).  When a personnel at this mission is stopped by another dilemma, randomly select a personnel to be stopped.  When a personnel at this mission is kileld by another dilemma, randomly select a personnel to be killed.
Cardassian Protectorate	FT	ST2E-EN05004	P	5P004	Event	2								Decay: 3. 						To play this event, you must command three [Car] personnel.  Plays in your core.  When you spend 1 counter to draw a card, instead examine the top three cards of your deck, place one of them on this event, and take the other two into hand.
Expand the Collective	FT	ST2E-EN05005	P	5P005	Event	2														To play this event, you must command three [Bor] personnel.  Plays on your [AQ] mission worth 35 or fewer points.  You may attempt and complete it using your [Bor] personnel with these requirements: [P] - Anthropology, Biology, Security, Transporters, and Strength>32; [S] - Astrometrics, Engineer, Physics, Science, and Cunning>36.  When you complete it, destroy this event to score 5 points.
Heightened Perception	FT	ST2E-EN05006	P	5P006	Event	4								Temporal. 						Plays in your core.  When you choose dilemmas for your dilemma stack, you may place any you do not choose face down on this event.  When an opponent has faced the last dilemma in your dilemma stack, you may examine your dilemmas here and place one on your dilemma stack.  When a mission attempt ends, return each dilemma here to your dilemma pile.
Medical Teams	FT	ST2E-EN05007	P	5P007	Event	1								Decay: 3. 						Plays in your core.  When your [DS9] personnel is about to be killed by a dilemma, you may place him or her on this event instead.  When this event is destroyed, you may place each personnel here at your headquarters mission.
Noble Cause	FT	ST2E-EN05008	P	5P008	Event	0								Decay: 2. 						To play this event, you must command three [Kli] personnel.  Plays in your core.  When you destroy an Assault or Maneuver event you own, you may place it on this event.  When this event is destroyed, you may take each card here into your hand.
Out of Options	FT	ST2E-EN05009	P	5P009	Event	1								Decay: 3. 						To play this event, you must command three [Rom] personnel.  Plays in your core.  When an opponent begins a mission attempt, examine his or her hand and choose a card to place on this event.  When this event is destroyed, return each card here to its owner's hand.
Quantum Incursions	FT	ST2E-EN05010	P	5P010	Event	2														Plays in your core.  At the start of each of your turns, if you command an [AU] personnel, you may choose any number of cards in your hand and set them aside face down.  Draw an equal number of cards, then put the cards you set aside on top of your deck in any order.
Quarantine	FT	ST2E-EN05011ab	P	5P011	Event	4								Decay: 5. Q. 						Plays in your core.  When your dilemma is about to be overcome, place it on this event instead.  When you lose command of this event, the player on your right places all dilemmas here face up beneath his or her mission.
Security Drills	FT	ST2E-EN05012	P	5P012	Event	0								Decay: 5. 						Plays in your core.  While your personnel is facing a dilemma, you may place a [Fed] card from hand on this event to make that personnel gain a skill he or she already has until the end of that dilemma.
Spreading Fear	FT	ST2E-EN05013	P	5P013	Event	3								Decay: 3. Maneuver. 						Plays in your core.  Order - Place a card from hand on this event to begin an engagement involving your Jem'Hadar.  If you win, randomly select one opponent's personnel involved for each of your Vorta involved.  Choose one of those selected personnel to be killed.
Tampering With Time	FT	ST2E-EN05014	P	5P014	Event	3								Temporal. 						Plays in your core. At the start of each of your turns, you may choose one: stop one of your [Fut] personnel to examine the top three cards of an opponent's dilemma pile; or stop one of your [Pa] personnel to examine the bottom three cards of an opponent's dilemma pile. Place those cards on the top and/or bottom of that dilemma pile in any order.
Temporal Test Subject	FT	ST2E-EN05015	P	5P015	Event	0								Temporal. 						Discard an [AU], [Fut], or [Pa] personnel from hand to take an [AU], [Fut], or [Pa] personnel from your discard pile into hand.  Destroy this event.
The Edge of Forever	FT	ST2E-EN05016ab	P	5P016	Event	0								Temporal. 						Plays in your core.  Order - Lose 5 points to choose one: download a [Fut] card that could be played at your headquarters mission and place it there; or take a [Pa] card from your discard pile that could be played at your headquarters mission and place it there.  Destroy this event.
The Play's the Thing	FT	ST2E-EN05017	P	5P017	Event	0								Decay: 3. 						Plays in your core.  When you play this event, chose [AU], [Fut], or [Pa].  Each personnel you own who costs 3 or more gains that icon.  At the start of each of your turns, place a card from hand on this event.
