Name	Set	ImageFile	Rarity	Unique	Printable	CollectorsInfo	Type	Cost	Mission/DilemmaType	Span	Points	Quadrant	Affiliation	Icons	Staff	Keywords	Class	Species	Skills	Integrity/Range	Cunning/Weapons	Strength/Shields	Text
Family	EM	STVE-EN23005	V	N	Y	23V005	Dilemma	3	D														Randomly select a personnel to be stopped. Unless you reveal an Honor personnel from your hand or reveal a Treachery personnel from your hand, place that personnel on the bottom of his or her owner's deck instead.
Inequitable Exchange	EM	STVE-EN23006	V	N	Y	23V006	Dilemma	6	D														If your opponent has a captive in his or her brig, this dilemma is cost -3. Take a personnel you own from an opponent's brig (he or she joins this mission attempt). Then your opponent chooses a different personnel to be placed in his or her brig.
Just Following Orders	EM	STVE-EN23008	V	N	Y	23V008	Dilemma	1	D														Your personnel cannot gain skills while facing this dilemma. Unless you have Astrometrics, Intelligence, and Treachery or Geology, Honor, and Navigation, randomly select a personnel to be stopped and if this dilemma's owner discards an event from hand, then he or she may destroy an event.
One Step Ahead	EM	STVE-EN23009	V	N	Y	23V009	Dilemma	0	S														Unless you have 2 Programming and 2 Transporters or two Hand Weapons, all your personnel are stopped. When you meet the requirements of this dilemma, you may stop a Security personnel to score 5 points.
The Launching	EM	STVE-EN23010	V	N	Y	23V010	Dilemma	0	P														Unless you have 2 Astrometrics and 2 Physics or two non-Hand Weapon equipment, all your personnel are stopped. When you meet the requirements of this dilemma, you may stop an Engineer personnel to score 5 points.
Trilithium Heist	EM	STVE-EN23011	V	N	Y	23V011	Dilemma	1	D														Your personnel cannot gain skills while facing this dilemma. Unless you have Acquisition, Engineer, and Transporters or Medical, Physics, and Science, randomly select a personnel to be stopped and if this dilemma's owner discards a Crime card from hand, then he or she scores 5 points.
Earring of Li Nalas	EM	STVE-EN23012	V	Y	Y	23V012	Equipment	0								Artifact. (To play this card, you must have completed a mission requiring Acquisition, Anthropology, or Archaeology.)</i>							When your Bajoran Resistance personnel present is about to be stopped by a dilemma, you may destroy your Assault event or your Hand Weapon he or she is equipped with to prevent that. You may do this only once each turn.
Resistance Rifle	EM	STVE-EN23013	V	Y	Y	23V013	Equipment	1								Hand Weapon. 							While in combat, each of your Bajoran Resistance personnel present is Strength +1. While your Bajoran Resistance personnel present is facing a dilemma, you may add that personnel's Strength to his or her Cunning or Integrity until the end of that dilemma. You may do this only once each turn.
Bajoran Resistance Cell	EM	STVE-EN23014	V	N	Y	23V014	Event	2															To play this event, you must command three Bajoran Resistance personnel. Choose one: download an Assault event; download a Hand Weapon; or download a Bajoran Resistance personnel and place him or her in your discard pile. Destroy this event.
Ferengi Tradition	EM	STVE-EN23015	V	N	Y	23V015	Event	5															To play this event, you must command six [Fer] personnel. Lose 10 points to score 20 points. Remove this event from the game.
Isabella	EM	STVE-EN23017	V	N	Y	23V017	Event	2															Plays in your core. While a personnel is facing a Persistent dilemma, that personnel cannot use his or her abilities.
Peak Performance	EM	STVE-EN23018	V	Y	Y	23V018	Event	1															Plays in your core. When you play this event, name a unique personnel. While you have 30 or more points, your personnel with that title is attributes +1. While you have 60 or more points, your personnel with that title cannot be stopped by dilemmas.
Promenade School	EM	STVE-EN23019	V	N	Y	23V019	Event	1															Stop four of your [Fed] [DS9] personnel of four different species to score 5 points. Remove this event from the game.
Recruitment Tactics	EM	STVE-EN23020a	V	N	Y	23V020	Event	2								Assault. 							Plays in your core. Order - Destroy this event to begin combat involving your Bajoran Resistance personnel. If you win, randomly select an opponent's personnel involved to be killed and you may take a Bajoran Resistance personnel from your discard pile and place him or her on your Bajor.
Event Horizon	EM	STVE-EN23021	V	N	Y	23V021	Interrupt	0															When an opponent's personnel complete a mission, if you command a completed mission, lose 5 points to return each Persistent dilemma beneath that opponent's mission to its owner's dilemma pile.
Flaw in the Plan	EM	STVE-EN23022	V	N	Y	23V022	Interrupt	0															When an opponent plays a personnel or places a personnel from hand on a headquarters mission, discard three unique personnel from hand to kill that personnel. Order - Kill four personnel you own.
Hate	EM	STVE-EN23023a	V	N	Y	23V023	Interrupt	0															When a personnel gains a skill as a result of paying a cost, if you command a completed mission, lose 5 points to remove that personnel from the game.
My Patience Has Limits	EM	STVE-EN23024	V	N	Y	23V024	Interrupt	0															To play this interrupt, you must command three [Rom] personnel. Order - Lose 5 points to name a dilemma. Choose an opponent to reveal all copies of that dilemma from his or her dilemma pile. You may remove a copy of that dilemma from the game (or lose 5 points to remove each copy of that dilemma from the game). That opponent shuffles and replaces his or her dilemma pile.
Surprise Audit	EM	STVE-EN23026	V	N	Y	23V026	Interrupt	0															When your personnel aboard a ship is facing a dilemma, lose 5 points to take a [Fer] personnel from beneath your Ferenginar and place him or her aboard that ship. That personnel joins the mission attempt.
Kaitaama Precious Cargo	EM	STVE-EN23050	V	Y	Y	23V050	Personnel	4					Non-Aligned	[Pa]				Kriosian	Anthropology Diplomacy Law Ledership	6	5	4	When this personnel is about to be placed in a brig, return her to her owner's hand. When this personnel is killed by a dilemma, score 5 points. When this personnel is stopped by a dilemma, draw a card.
Kaitaama Precious Cargo *VP	VP	STVP-EN084	VP	Y	Y	0VP084	Personnel	4					Non-Aligned	[Pa]				Kriosian	Anthropology Diplomacy Law Ledership	6	5	4	When this personnel is about to be placed in a brig, return her to her owner's hand. When this personnel is killed by a dilemma, score 5 points. When this personnel is stopped by a dilemma, draw a card.
Assess Contamination	EM	STVE-EN23027	V	Y	Y	23V027	Mission	0	P	2	35	A	Any affiliation may attempt this mission.						2 Anthropology, Law, and Cunning>40				While your personnel are attempting this mission, prevent and overcome the first dilemma that has a cost of 1 or more and does not require a skill. You may do this only once each turn.
Falsify Distress Signal	EM	STVE-EN23028	V	Y	Y	23V028	Mission	0	S	3	30	A	[Fer]			Region: Ligos System. 			Acquisition, Programming, Treachery, and Cunning>33				When you complete this mission, if you have six or more cards beneath your Ferenginar, you may lose 5 points to take an additional turn after this one.
Mine Vendarite	EM	STVE-EN23029	V	Y	Y	23V029	Mission	0	P	2	30	A	[Car] [Dom] [Fer] [Rom]			Region: Ligos System. 			2 Security, Treachery, and Strength>34				When you complete this mission, if you command another completed Region: Ligos System mission or have a personnel in your brig, score 5 points and restore the Range of each ship you command.
Off-World Raid	EM	STVE-EN23030	V	Y	Y	23V030	Mission	0	P	2	40	A	[Baj]						Geology, Leadership, Security, and (Integrity>38 or Strength>40)				When your personnel complete this mission, each player may shuffle each Assault event and each Hand Weapon in his or her discard pile into its owner's deck.
Furel Resistance Scout	EM	STVE-EN23031	V	Y	Y	23V031	Personnel	2					Bajoran	[Stf][Pa]		Bajoran Resistance. 		Bajoran	Astrometrics Biology Engineer Geology	5	6	6	Order - Lose 5 points to unstop up to two stopped Bajoran Resistance personnel present. You may do this only once each turn.
Gantt	EM	STVE-EN23032	V	N	Y	23V032	Personnel	2					Bajoran	[Stf][Pa]		Bajoran Resistance. 		Bajoran	Anthropology Exobiology Medical Science	6	5	6	
Halb Daier Resistance Contact	EM	STVE-EN23033	V	Y	Y	23V033	Personnel	2					Bajoran	[Stf][Pa]		Bajoran Resistance. 		Bajoran	Physics Security Transporters	4	5	6	When you play this personnel, you may download No Love For the Spoon Heads.
Kira Nerys Ih'valla	EM	STVE-EN23034a	V	Y	Y	23V034	Personnel	1					Bajoran	[Cmd]				Bajoran	Honor Leadership	6	6	6	When you begin a mission attempt involving this personnel, you may lose 5 points to take up to two [Baj] cards from your discard pile into hand.
Opaka Collaborator	EM	STVE-EN23035	V	Y	Y	23V035	Personnel	5					Bajoran	[Pa]		Kai. 		Bajoran	Anthropology Diplomacy Honor 2 Leadership	7	6	3	When you play this personnel, if you command Bajor and no other headquarters mission, you may score 5 points.Order - Lose 5 points to take a Bajoran Resistance personnel from your discard pile and place him or her on your Bajor. You may do this only once each turn.
Orta Resistance Leader	EM	STVE-EN23036	V	Y	Y	23V036	Personnel	3					Bajoran	[Cmd]		Bajoran Resistance. 		Bajoran	Geology Leadership Security Treachery	4	6	7	While this personnel is facing a dilemma, you may lose 5 points to make each Bajoran Resistance personnel present attributes +1 until the end of this turn. You may do this only once each turn.
Quen Paltra	EM	STVE-EN23037	V	N	Y	23V037	Personnel	2					Bajoran	[Stf]		Bajoran Resistance. 		Bajoran	Archaeology Honor Navigation Programming	5	5	6	
Surmak Ren Resistance Doctor	EM	STVE-EN23038	V	Y	Y	23V038	Personnel	2					Bajoran	[Stf]		Bajoran Resistance. 		Bajoran	Biology Exobiology Medical Programming Science	5	6	5	While this personnel is facing a dilemma, if he is present with two Bajoran Resistance personnel, you may lose 5 points to download an interrupt. You may do this only once each turn.
Broca "Leader" of the Cardassian Union	EM	STVE-EN23039	V	Y	Y	23V039	Personnel	2					Cardassian	[Cmd]		Legate. 		Cardassian	Archaeology Officer Physics Treachery	4	5	5	When you play this personnel, if you command three [Car] personnel, you may discard the top six cards of your deck to score 5 points.
Eris Harbinger of the Dominion	EM	STVE-EN23040	V	Y	Y	23V040	Personnel	4					Dominion	[Cmd]				Vorta	Diplomacy Medical Transporters Treachery	4	6	4	When you play this personnel, if you command a Founder and a Vorta, you may score 5 points. When you begin combat involving this personnel, randomly select an opponent's personnel present to be excluded from that combat.
Charles Whatley Professional Admiral	EM	STVE-EN23041	V	Y	Y	23V041	Personnel	2					Federation	[Cmd][DS9]		Admiral. 		Human	Engineer Law Leadership Officer Security	5	6	6	When you play this personnel, you may lose 5 points to download up to two [E] personnel, then place them on your Mouth of the Wormhole.
Jaresh-Inyo Federation President	EM	STVE-EN23043	V	Y	Y	23V043	Personnel	3					Federation	[Cmd][E]				Grazerite	Diplomacy 2 Honor Law 2 Leadership	7	6	4	When you play this personnel, you may lose 5 points to download up to three [DS9] personnel, then place them on your headquarters where each personnel could be played.
Luther Sloan Man of Action	EM	STVE-EN23044	V	Y	Y	23V044	Personnel	3					Federation	[Cmd][DS9]				Human	Anthropology Intelligence Programming 2 Security 2 Treachery	2	6	5	Order - Remove your event from the game and return this personnel to his owner's hand to destroy an opponent's event.
Croden Dissembler	EM	STVE-EN23047	V	Y	Y	23V047	Personnel	4					Non-Aligned	[Stf]		Thief. 		Rakhari	Astrometrics Geology Navigation Science Treachery	3	5	5	When you play this personnel, choose an opponent to choose one: the next card you play this turn is cost -4 or you score 5 points.
Emck Export Controller	EM	STVE-EN23049	V	Y	Y	23V049	Personnel	3					Non-Aligned	[Cmd]		Commander: Eleventh Gradient. 		Malon	Acquisition Biology Leadership Medical Navigation Physics Treachery	4	5	5	When you are about to play this personnel, you may lose 5 points to do any or all of the following: play him at cost -3, play him aboard your [NA] ship, download a [NA] personnel.
Donatra Honorable Commander	EM	STVE-EN23051	V	Y	Y	23V051	Personnel	5					Romulan	[Cmd]		Commander: Valdore. 		Romulan	Diplomacy Honor Leadership Navigation Officer Physics	5	6	5	While this personnel is facing a dilemma that has a cost of 1 or more and does not require a skill, you may return this personnel to her owner's hand to prevent and overcome that dilemma.
Te'nari Resistance Flagship	EM	STVE-EN23052	V	Y	Y	23V052	Ship	5					Bajoran		[Cmd][Stf]		Perikian Class			5	6	5	While you command three Bajoran Resistance personnel aboard this ship, it is attributes +2. You may pay the cost of losing 5 points to use an ability on one of your Bajoran Resistance personnel at this mission by destroying your Hand Weapon he or she is equipped with or your Assault event that has a cost of 1 or more.
U.S.S. Enterprise-D Diplomatic Envoy	EM	STVE-EN23053	V	Y	Y	23V053	Ship	6					Federation	[TNG]	[Cmd][Stf][Stf][Stf]		Galaxy Class			8	8	9	When you complete this mission, if this ship is staffed, score 5 points. When you complete this mission, if this ship's Commander is aboard, each player scores 5 points.
Eleventh Gradient	EM	STVE-EN23054	V	Y	Y	23V054	Ship	7					Non-Aligned		[Cmd][Stf][Stf][Stf]		Freighter Class			8	8	9	When you are about to play this ship, you may lose 5 points to play this ship at cost -7. At the start of each of your turns, you may return your event on this mission to its owner's hand.
U.S.S. Enterprise-J *VP	VP	STVP-EN085	VP	Y	Y	0VP085	Event	1															Plays in your core. Each of your personel at a mission that is worth 40 or more points is attributes +1.
Surprise Party	VP	STVP-EN087	VP	Y	Y	0VP087	Event	2															Plays in your core. You may spend an additional counter each turn.
Phoenix Risen From the Ashes *VP	VP	STVP-EN088	VP	Y	Y	0VP088	Ship	3					Non-Aligned	[Pa]	[Stf]		Phoenix Class			0	0	0	While this ship is at a non-headquarters mission and does not have a Damage marker on it, each of your opponents needs an additional 10 points to win the game.
Arrogance	TITW	STVE-EN24001	V	N	Y	24V001	Dilemma	1	S														Reveal the top card of your deck. Unless it has a cost of 4 or more, randomly select a personnel to be stopped.
Breached	TITW	STVE-EN24002	V	N	Y	24V002	Dilemma	3	S														Unless you have Navigation, Security, Transporters, and Strength>30 or 2 Physics, Treachery, and Cunning>30, all your personnel are stopped and this dilemma is placed on your ship.Damage - Opponents' personnel may beam between this ship and his or her ship at this mission.
Duty Schedule	TITW	STVE-EN24003	V	N	Y	24V003	Dilemma	2	S														Your opponent chooses a number of personnel equal to the number of staffing requirement icons on this ship. Choose one of those personnel to be stopped.
Galileo Grounded	TITW	STVE-EN24004	V	N	Y	24V004	Dilemma	2	P														Unless you have Medical, Security, and Transporters or a staffed ship at this mission, all your personnel are stopped.
Greater Needs	TITW	STVE-EN24005	V	N	Y	24V005	Dilemma	3	P														Unless you have Anthropology, Diplomacy, Exobiology, and Integrity>30 or Leadership, Transporters, Treachery, and Strength>30, all your personnel are stopped and this dilemma is placed on your ship at this mission.Damage - Your personnel cannot begin a mission attempt at this mission.
Insurrection	TITW	STVE-EN24006	V	N	Y	24V006	Dilemma	0	D														This dilemma is cost +1. Place this dilemma on this mission (limit one per mission). If this mission is worth 30 or more points, add 10 to each printed attribute requirement<32 needed to complete this mission. Where this mission is completed, place this dilemma beneath your incomplete non-headquarters mission.
Programmed Compulsion	TITW	STVE-EN24007	V	N	Y	24V007	Dilemma	2	S														Unless you have 2 Navigation and Programming or Engineer and Cunning>40, your opponent may place this dilemma on one of your missions. All your personnel are attributes -1. At the end of each of your turns, if you have a staffed ship at this mission, you may remove this dilemma from the game.
Rude Awakening	TITW	STVE-EN24008	V	N	Y	24V008	Dilemma	2	S							Persistent. 							Choose the corresponding Commander of this ship or a personnel who has [Cmd] and Officer to be stopped. If you cannot, all your personnel are stopped.
Rush Job	TITW	STVE-EN24009	V	N	Y	24V009	Dilemma	3	S														Choose a personnel to be stopped. Unless this ship has four or more staffing requirement icons, choose a personnel to be stopped. Unless this ship has a [Cmd] icon in its staffing requirements, your opponent chooses a personnel to be stopped.
Sudden Stealth	TITW	STVE-EN24010	V	N	Y	24V010	Dilemma	2	S														Unless you have Engineer, Officer, and Programming or a Cloaking Device ship at this mission, all your personnel are stopped.
The Oracle's Punishment	TITW	STVE-EN24011	V	N	Y	24V011	Dilemma	5	D							Consume: 1. 							Your opponent chooses two personnel to be stopped. When this dilemma is overcome, if it was prevented, your opponent may choose one of your personnel involved in the mission attempt to be killed.
Stolen Cloaking Device	TITW	STVE-EN24012	V	Y	Y	24V012	Equipment	1															To play this equipment, you must command an Engineer personnel. When you play this equipment, you may download Engage Cloak. While this equipment is aboard your staffed ship, this ship gains Cloaking Device.
Christening	TITW	STVE-EN24013	V	N	Y	24V013	Event	3															Reveal your hand. If you do not command a ship and you do not reveal a ship from hand, this event is cost -3. Download a ship. Destroy this event.
Executive Commission	TITW	STVE-EN24014	V	N	Y	24V014	Event	1															To play this event, you must command a ship at a non-headquarters mission with its corresponding Commander aboard. Take up to four cards that are personnel or ships from your discard pile and place them on the bottom of your deck. Remove this event from the game.
Extreme Measures	TITW	STVE-EN24015	V	N	Y	24V015	Event	4															Destroy a non- [Voy] ship you own to spend a number of additional counters equal to the cost of that ship. Remove this event from the game.
Rule of Acquisition #34	TITW	STVE-EN24016	V	N	Y	24V016	Event	1								Rule. 							To play this event, you must command three [Fer] personnel. Plays in your core. When an engagement begins, you may place a card from hand beneath your Ferenginar. When you win an engagement, you may place this card beneath your Ferenginar.
Special Modifications	TITW	STVE-EN24017	V	N	Y	24V017	Event	1															Plays in your core. Add [Cmd] to the staffing requirements of each of your ships. Each of your staffed ships is attributes +1.
The Hand of Apollo	TITW	STVE-EN24018	V	N	Y	24V018	Event	3															Plays in your core. When personnel that the player on your right commands begin a mission attempt, unless he or she has a ship at that mission with four or more staffing requirement icons, you may destroy this event to draw three extra dilemmas and spend three extra in total cost on dilemmas.
Cloak and Dagger	TITW	STVE-EN24019	V	N	Y	24V019	Interrupt	0								Pursuit. 							When an opponent's personnel begins a mission attempt, take your staffed Cloaking Device ship from an opponent's mission and place it at that mission. Remove this interrupt from the game.
Assimilate Starship	TITW	STVE-EN24020	V	Y	Y	24V020	Mission	0	S	2	40	D	[Bor]						Engineer, Programming, and Cunning>42 or Security, Transporters, and Strength>40				When you complete this mission, you may choose an opponent, place a ship you do not command from his or her discard pile at this mission, and take command of that ship. (It becomes [Bor].)
Evaluate Soliton Wave	TITW	STVE-EN24021	V	Y	Y	24V021	Mission	0	S	3	30	A	Any affiliation (except [Bor]) may attempt this mission.						2 Engineer, Leadership, Navigation, and Cunning>36				While your personnel are attempting this mission aboard a ship with a printed attribute>8, this mission is worth 10 more points.
Repair Null Space Catapult	TITW	STVE-EN24022	V	Y	Y	24V022	Mission	0	S	3	35	D	[Fed] [NA]						Astrometrics, Engineer, Physics, Cunning>34, and (Diplomacy or Treachery)				When your personnel complete this mission, you may take an event from your discard pile into hand and/or place your staffed ship here at a different mission.
Kasidy Yates Freighter Captain	TITW	STVE-EN24023	V	Y	Y	24V023	Personnel	0					Bajoran	[Cmd][DS9]		Commander: Xhosa. 		Human	Acquisition Engineer Leadership Navigation Transporters	5	5	4	While this personnel is attempting a mission, if your staffed ship is at this mission, she is attributes +2 and gains Honor and Navigation.
Dukat Ambitious Commander	TITW	STVE-EN24026	V	Y	Y	24V026	Personnel	0					Cardassian	[Cmd]		Commander: Groumall. Gul. 		Cardassian	Acquisition Leadership Navigation Officer Programming Treachery	4	6	6	While this personnel is facing a dilemma, you may discard a ship from hand to make him gain a skill from your personnel present until the end of that mission attempt.
Gelnon Accurate Estimator	TITW	STVE-EN24029	V	Y	Y	24V029	Personnel	0					Dominion	[Cmd]		Commander: Ammut'alar. 		Vorta	Diplomacy Law Leadership Science Treachery	4	6	4	When you play a unique [Dom] personnel, if you have played no other personnel this turn, each player may discard a card from hand to download an Infiltrator or an Infiltration card.
Duras Devious Challenger	TITW	STVE-EN24036	V	Y	Y	24V036	Personnel	0					Klingon	[Cmd]		Commander: I.K.S. Vorn. High Council Member. 		Klingon	2 Leadership Programming 2 Treachery	2	6	7	While this personnel is facing a dilemma, if your staffed ship is at this mission, you may meet Diplomacy and Honor requirements of that dilemma using Treachery instead.
Neelix Valued Guide	TITW	STVE-EN24037	V	Y	Y	24V037	Personnel	0					Non-Aligned	[Stf][Voy]				Talaxian	Acquisition Anthropology Diplomacy Exobiology Honor Navigation	6	5	5	This personnel is attributes +1 for each of your completed space missions.
Xhosa Sponsored Transport	TITW	STVE-EN24041	V	Y	Y	24V041	Ship	6					Bajoran	[DS9]	[Cmd]		Antares Class			6	5	5	While this ship is about to move between a Region: Bajor System mission and a non-Region: Bajor System mission, subtract 1 from the Range required. At the start of each of your turns, if this ship is staffed at a non-headquarters mission, you may place an equipment or a personnel from your discard pile on top of your deck.
Groumall Inauspicious Command	TITW	STVE-EN24042	V	Y	Y	24V042	Ship	0					Cardassian		[Cmd]		Military Freighter			6	5	5	While you have a ship in your discard pile, this ship is attributes +2.Order - Discard up to three cards from hand to take an equal number of [Car] ships from your discard pile into hand. You may do this only once each turn.
Ammut'alar Unexpected Threat	TITW	STVE-EN24043	V	Y	Y	24V043	Ship	0					Dominion		[Cmd][Stf]		Attack Ship			7	8	7	When a card your opponent owns is about to destroy your Infiltration event, if this ship is staffed at a non-headquarters mission, you may discard an Infiltration card or an Infiltrator from hand to prevent that.
I.K.S. Vorn Ship of Traitors	TITW	STVE-EN24051	V	Y	Y	24V051	Ship	0					Klingon		[Stf][Stf][Stf]	Cloaking Device. 	K'Vort Class			7	8	7	While your three [Kli] Treachery personnel are aboard, this ship is attributes +2. Also, each of your Treachery personnel at this mission is attributes +1.
Kira Nerys Ambitious Ally	TITW	STVE-EN24024	V	Y	Y	24V024	Personnel	3					Bajoran	[Cmd][DS9]				Bajoran	Diplomacy Honor Law Programming Security Transporters	6	6	6	You may play this personnel aboard your [Car] ship. When you play this personnel, you may download a ship.
Damar Ambitious Glinn	TITW	STVE-EN24025	V	Y	Y	24V025	Personnel	2					Cardassian	[Stf]		Glinn. 		Cardassian	Astrometrics Engineer Officer Physics Security	4	5	6	Order - Discard a [Car] ship from hand to draw three cards. You may do this only once each turn.
Tora Ziyal Ambitious Daughter	TITW	STVE-EN24027	V	Y	Y	24V027	Personnel	1					Cardassian					Bajoran/Cardassian	Anthropology Biology Honor	6	4	4	When this personnel is about to be stopped by a dilemma, you may discard a ship from hand to prevent that.
Tugat	TITW	STVE-EN24028	V	N	Y	24V028	Personnel	2					Cardassian	[Stf]				Cardassian	Geology Medical Officer Transporters	5	5	5	While this personnel is attempting a mission, if you discard a ship from hand, you may reveal him to make him attributes +1 until the end of the turn (limit +4).
Benjamin Maxwell Misguided Maverick	TITW	STVE-EN24030	V	Y	Y	24V030	Personnel	3					Federation	[Cmd][TNG]		Commander: U.S.S. Phoenix. 		Human	Archaeology Diplomacy Leadership Navigation Treachery	4	6	6	While your staffed [Fed] ship is at this mission, you may exclude this personnel from random selections.
John Harriman Captain of the Enterprise	TITW	STVE-EN24031	V	Y	Y	24V031	Personnel	2					Federation	[Cmd][TOS][Pa][E]		Commander. U.S.S. Enterprise-B. 		Human	Diplomacy Geology Leadership Officer	6	6	6	When this personnel is facing a dilemma, if your staffed ship is at this mission, you may discard a random card from hand to make this personnel gain a skill from a [TOS] personnel aboard that ship until the end of that mission attempt.
Ro Laren Apologetic Defector	TITW	STVE-EN24032	V	Y	Y	24V032	Personnel	3					Federation	[Cmd][Maq]		Commander: Cosette.		Bajoran	Anthropology Leadership Navigation Security Treachery	4	6	6	When you complete a Region: Demilitarized Zone mission involving this personnel, each player may take up to two events with different card titles from his or her discard pile into his or her hand.
Ronald Tracey Delusional Captain	TITW	STVE-EN24033	V	Y	Y	24V033	Personnel	2					Federation	[Cmd][TOS][Pa]		Commander: U.S.S. Exeter. 		Human	Acquisition Anthropology Archaeology Leadership 2 Treachery	2	6	6	You may play this personnel at cost +1 to download a non-Artifact equipment.
Tom Paris Competitive Pilot	TITW	STVE-EN24034	V	Y	Y	24V034	Personnel	4					Federation	[Cmd][Voy]		Commander: Delta Flyer. 		Human	Astrometrics Biology Engineer Medical 2 Navigation Officer	5	6	6	When you play this personnel, if you command four space missions, he is cost -3.
Bractor Suspicious Leader	TITW	STVE-EN24035	V	Y	Y	24V035	Personnel	3					Ferengi	[Cmd]		Commander: Kreechta. 		Ferengi	Acquisition Astrometrics Leadership Officer Science	5	6	5	While this personnel is aboard a [Fer] ship, if you command three Rule events, that ship is attributes +2.
Sybok Fanatical Missionary	TITW	STVE-EN24038	V	Y	Y	24V038	Personnel	4					Non-Aligned	[Cmd][Pa]		Commander: U.S.S. Enterprise-A. 		Vulcan	Anthropology Astrometrics Diplomacy Engineer Leadership Treachery	3	8	8	When a dilemma that this personnel is facing is about to be returned to its owner's dilemma pile, you may remove that dilemma from the game. You may do this only once each turn.
Sela Supervising Operative	TITW	STVE-EN24039	V	Y	Y	24V039	Personnel	3					Romulan	[Cmd]		Commander. Goraxus. 		Human/Romulan	Intelligence Leadership Officer Programming 2 Treachery	2	6	5	When you play this personnel, you may download up to two cards. Those cards must be Capture cards, Punishment cards, or The Perfect Tool.
Jonathan Archer Defiant Commander	TITW	STVE-EN24040	V	Y	Y	24V040	Personnel	3					Starfleet	[Cmd][Pa][AU]		Commander: Starship Defiant. 		Human	2 Leadership Officer Security 2 Treachery	2	6	6	While you have no cards in hand, each [AU] [SF] personnel present is Cunning +1 (and Integrity +1 if they are aboard an [AU] [SF] ship).
Kaza'kime Effective Demonstration	TITW	STVE-EN24044	V	Y	Y	24V044	Ship	5					Dominion		[Cmd][Stf]		Attack Ship			7	8	7	To staff this ship, you must have a [Dom] personnel who costs 3 or more aboard. When this ship is destroyed, you may download a card.Order - If this ship is staffed, destroy it to download a Damage card, then place it on an opponent's ship at this mission.
Cosette Reliable Raider	TITW	STVE-EN24045	V	Y	Y	24V045	Ship	5					Federation	[Maq]	[Cmd]		Condor Class			6	6	6	This ship is attributes +1 for each of your Region: Demilitarized Zone missions.Order - Reveal the top card of an opponent's deck. If it is a personnel, name an event. Cards that opponent owns may not prevent or destroy that event until the start of your next Execute Orders segment. You may do this only once each turn.
Delta Flyer Rebuilt "Hot Rod"	TITW	STVE-EN24046	V	Y	Y	24V046	Ship	4					Federation	[Voy]	[Stf][Stf]		Delta Flyer Class			10	7	7	To play this ship, you must command four space missions. While you do not command a headquarters mission, you may play this ship at the same mission as your U.S.S. Voyager.
U.S.S. Enterprise-B Ill-Prepared Successor	TITW	STVE-EN24047	V	Y	Y	24V047	Ship	5					Federation	[TOS][Pa][E]	[Stf][Stf][Stf]		Excelsior Class			8	7	7	When your personnel complete a mission, if this ship and your three [TOS] personnel aboard are at that mission, you may stop this ship to score 10 points. You may do this only once each turn.
U.S.S. Exeter Fleet's Finest	TITW	STVE-EN24048	V	Y	Y	24V048	Ship	3					Federation	[TOS][Pa]	[Cmd][Stf]		Constitution Class			8	6	6	To play this ship, you must command four [TOS] personnel. You may play this ship at cost +2 to take up to two equipment cards from your discard pile into hand.
U.S.S. Phoenix Wayward Starship	TITW	STVE-EN24049	V	Y	Y	24V049	Ship	5					Federation	[TNG]	[Cmd][Stf][Stf]		Nebula Class			8	8	8	When you personnel fail a mission attempt at a space mission, if this ship is at that mission, you may discard the top three cards of your deck to take a card in your discard pile into hand. You may do this only once each turn.
Kreechta Prepared for War	TITW	STVE-EN24050	V	Y	Y	24V050	Ship	7					Ferengi		[Cmd][Cmd][Stf][Stf]		D'Kora Class			8	9	7	When an engagement involving this ship ends, you may unstop each of your personnel and ships involved and restore all Range those ships have used this turn. You cannot being any other engagements this turn.
U.S.S. Enterprise-A Chariot of "God"	TITW	STVE-EN24052	V	Y	Y	24V052	Ship	6					Non-Aligned	[Pa]	[Cmd][Cmd][Stf]		Constitution Class			8	7	8	When your personnel complete a mission, if this ship is staffed and at that mission, score 5 points. You may do this only once each turn.
Goraxus Lying in Wait	TITW	STVE-EN24053	V	Y	Y	24V053	Ship	6					Romulan		[Cmd][Stf][Stf][Stf]	Cloaking Device. 	D'deridex Class			7	9	9	When you win an engagement involving this ship, randomly select an opponent's personnel involved to place in your brig. Order - Discard a Capture card from hand to begin an engagement involving this ship.
Starship Defiant Ripe for the Taking	TITW	STVE-EN24054	V	Y	Y	24V054	Ship	3					Starfleet	[Pa][AU]	[Cmd][Stf][Stf]		Constitution Class			8	6	6	To play this ship, you must command four [AU] [SF] personnel. You may play this ship at cost +3 to destroy an event (or destroy two Maneuver events). Order - Place a card from hand on the bottom of your deck.
The Pendari Champion Electrifying Favorite	VP	STVP-EN100	VP	Y	N	0VP100	Personnel	2					Non-Aligned	[Cmd]				Pendari	Geology Security	5	5	9	Order - Examine the bottom card of any player's deck.
Infatuation	Unity	STVE-EN25001	V	N	Y	25V001	Dilemma	2	D														Randomly select a Security personnel to be stopped. If you still have nine personnel remaining, randomly select a Medical personnel to be stopped. If you still have ten personnel remaining, randomly select an Officer personnel to be stopped.
Last Stand	Unity	STVE-EN25002	V	N	Y	25V002	Dilemma	0	D														This dilemma is cost +3 for each headquarters mission your opponent commands. Your opponent may discard a Nucleogenic card from hand to make the next dilemma revealed during this mission attempt cost -3.
